year,gq,gqtypeg,farm,ownershg,value,rent,ftotinc,nfams,ncouples,nmothers,nfathers,momloc,stepmom,momrule,poploc,steppop,poprule,sploc,sprule,famsize,nchild,nchlt5,famunit,eldch,yngch,nsibs,relateg,age,sex,raceg,marst,chborn,school,educrec,schltype,empstatg,labforce,occscore,sei,classwkg,wkswork2,hrswork2,workedyr,inctot,incwage,incbus,incfarm,incss,incwelfr,incother,poverty,migrat5g,movedin,vetstat,binaryClass
98,0,4,1,1,999999,237,7005,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,24,1,6,3,13,0,0,3,0,1,14,4,1,3,4,1,7005,7005,0,0,0,0,0,185,5,1,0,0
98,0,4,1,1,999999,375,7010,1,1,1,1,0,0,0,0,0,0,1,1,6,4,1,1,15,2,0,12,35,0,6,2,6,0,5,3,0,1,22,18,1,0,4,1,3005,3005,0,0,0,0,0,72,0,0,0,1
98,0,4,1,1,999999,325,9815,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,18,18,1,3,64,0,6,4,8,0,6,3,1,0,0,0,2,6,8,0,4045,0,0,0,0,4045,0,172,5,1,0,1
98,0,4,1,0,200000,0,60005,1,1,1,1,2,7,1,1,0,1,0,0,5,0,0,1,99,99,2,0,14,1,6,3,13,1,6,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,501,3,0,2,1
98,0,4,1,0,95000,0,23425,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,1,60,60,0,8,82,0,6,5,4,0,5,3,1,0,0,0,2,6,8,0,4605,0,0,0,4605,0,0,411,4,0,0,1
98,0,4,1,1,999999,325,22010,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,0,3,1,6,3,13,0,8,3,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,375,5,0,2,1
98,0,4,1,0,72500,0,24215,1,1,1,1,0,0,0,0,0,0,0,0,5,0,0,1,99,99,1,10,28,1,6,3,13,0,6,3,0,1,22,18,1,2,5,1,7200,6005,0,0,0,0,1195,271,5,0,0,1
98,0,4,1,0,999999,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,25,0,6,3,12,0,1,3,0,1,41,68,1,6,5,0,0,0,0,0,0,0,0,1,5,2,0,1
98,0,4,1,1,999999,105,7505,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,0,2,0,1,3,13,0,9,3,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,149,5,0,2,1
98,0,4,1,0,137500,0,9360,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,99,99,0,5,63,0,6,0,12,0,1,3,0,1,61,93,0,6,4,0,35,0,0,0,0,0,0,1,3,0,1,1
98,0,4,1,1,999999,237,7720,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,68,1,6,2,13,0,7,3,1,0,0,0,2,6,8,0,5065,0,0,0,5065,0,0,175,5,2,0,1
98,0,4,1,1,999999,450,17690,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,0,9,0,6,3,13,1,2,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,203,5,0,2,1
98,0,4,1,0,999999,0,52425,1,1,1,1,0,0,0,0,0,0,2,1,5,3,0,1,23,14,0,3,46,1,6,2,13,0,6,3,0,1,27,27,1,5,4,1,34110,26005,0,0,0,0,0,501,5,2,0,1
98,0,4,1,0,52500,0,47010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,48,1,6,0,13,0,5,3,0,1,41,68,0,5,6,1,47010,0,30005,0,0,0,0,501,2,6,1,1
98,0,4,1,1,999999,0,20010,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,71,1,6,2,13,0,6,3,0,1,41,68,0,5,6,1,10005,0,10005,0,0,0,0,454,5,6,0,1
98,0,4,1,1,999999,212,8085,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,21,0,6,3,12,0,0,3,2,1,11,16,1,3,8,1,8085,8085,0,0,0,0,0,213,1,6,0,1
98,0,4,1,0,85000,0,26010,1,1,1,1,0,0,0,0,0,0,1,1,4,2,1,1,11,3,0,12,29,0,6,2,3,0,5,3,0,1,25,44,1,5,4,1,14005,14005,0,0,0,0,0,352,3,0,0,1
98,0,4,1,0,200000,0,75000,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,5,0,6,3,13,1,8,0,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,501,2,0,2,1
98,0,4,1,0,72500,0,26310,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,0,9,1,6,3,13,1,2,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,448,2,0,2,1
98,0,4,1,1,999999,450,23020,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,25,0,6,3,12,1,1,2,0,1,31,65,1,5,4,1,23020,22835,0,0,0,0,0,501,3,2,0,1
98,0,4,1,1,999999,125,13620,1,0,1,0,1,0,1,0,0,0,0,0,5,0,0,1,99,99,2,0,23,0,6,3,12,1,0,1,2,1,14,26,1,4,8,1,1205,1205,0,0,0,0,0,148,5,0,0,1
98,0,4,1,1,999999,212,17210,1,1,1,1,0,0,0,0,0,0,1,1,6,3,1,1,8,4,0,12,27,0,6,2,5,0,6,3,2,1,17,8,1,1,8,1,4205,4205,0,0,0,0,0,171,5,0,0,1
98,0,4,1,1,999999,237,5505,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,15,15,0,12,37,0,6,2,3,0,0,3,0,1,22,51,1,6,4,0,5505,0,0,0,0,5505,0,94,5,0,0,0
98,0,4,1,1,999999,325,25775,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,18,18,0,3,38,0,6,3,3,0,0,3,0,1,31,65,1,5,5,1,24970,24065,0,0,0,0,905,501,5,5,0,1
98,0,4,1,0,77500,0,48515,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,26,1,4,3,13,0,5,3,0,1,26,58,1,5,7,1,13805,13805,0,0,0,0,0,501,5,0,0,0
98,0,4,1,1,999999,287,9480,1,0,1,0,1,0,1,0,0,0,0,0,4,0,0,1,99,99,2,0,12,1,0,3,13,1,6,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,128,5,0,2,1
98,0,4,1,0,999999,0,40010,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,12,34,0,6,2,4,0,1,3,0,1,22,51,1,5,4,1,19005,19005,0,0,0,0,0,501,4,0,0,1
98,0,4,1,0,52500,0,18565,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,26,1,6,2,13,0,0,3,0,1,30,27,1,5,4,1,16420,16055,0,0,0,0,0,380,5,2,0,1
98,0,4,1,1,999999,1,16475,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,54,1,6,2,13,0,0,3,0,1,41,68,1,2,4,1,6470,6355,0,0,0,0,115,337,5,1,1,0
98,0,4,1,1,999999,237,9130,2,1,1,1,2,0,1,1,0,1,0,0,12,0,0,1,99,99,4,0,12,1,6,3,13,1,2,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,62,5,0,2,1
98,0,4,1,1,999999,450,18010,1,1,2,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,1,0,16,1,6,3,13,0,7,3,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,202,5,0,0,1
98,0,4,1,1,999999,105,8355,1,1,1,1,1,0,1,2,0,1,0,0,7,0,0,1,99,99,4,0,13,0,6,3,13,1,6,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,77,5,0,2,1
98,0,4,1,0,57500,0,21720,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,0,24,1,6,4,13,0,5,3,2,1,17,13,1,0,8,1,155,155,0,0,0,0,0,381,3,0,0,1
98,0,4,1,0,95000,0,45010,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,12,0,6,3,13,1,2,0,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,501,2,0,2,1
98,0,4,1,1,999999,325,3005,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,30,0,6,3,12,1,1,2,0,1,31,65,1,6,4,0,3005,0,0,0,0,0,3005,79,5,1,0,1
98,0,4,1,1,999999,145,6510,2,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,2,2,0,3,29,0,6,0,9,0,6,3,0,1,22,18,1,5,4,1,6005,6005,0,0,0,0,0,111,5,1,0,0
98,0,4,1,0,200000,0,34230,1,1,1,1,0,0,0,0,0,0,1,1,5,3,0,1,22,15,0,12,59,0,6,2,8,0,1,3,1,0,17,13,1,6,8,0,0,0,0,0,0,0,0,384,5,0,0,1
98,0,4,1,1,999999,500,27010,1,1,1,1,0,0,0,0,0,0,2,1,3,1,1,1,3,3,0,3,40,1,6,2,13,0,5,3,0,1,26,19,1,5,5,1,21005,21005,0,0,0,0,0,460,5,1,0,1
98,0,4,1,0,77500,0,16170,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,12,68,0,6,2,3,0,1,3,1,0,22,51,1,6,8,0,7290,2945,0,0,4345,0,0,367,2,0,0,1
98,0,4,1,0,62500,0,16005,1,1,1,1,0,0,0,0,0,0,2,1,3,1,1,1,0,0,0,3,22,1,6,2,13,0,4,3,0,1,23,18,1,5,4,1,16005,16005,0,0,0,0,0,273,5,1,1,1
98,0,4,1,1,999999,0,7005,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,99,99,1,10,19,1,6,3,13,1,4,2,0,1,31,33,1,6,4,0,0,0,0,0,0,0,0,143,5,0,0,1
98,0,4,1,1,999999,287,14390,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,43,0,6,3,12,0,1,3,0,1,27,64,1,5,4,1,14390,14305,0,0,0,0,0,379,3,1,0,1
98,0,4,1,0,112500,0,24665,1,1,1,1,0,0,0,0,0,0,1,1,3,1,1,1,1,1,0,12,30,0,6,2,3,0,1,3,0,1,14,26,0,3,1,1,3505,0,3505,0,0,0,0,420,5,0,0,0
98,0,4,1,1,999999,75,5795,1,0,1,0,1,0,1,0,0,0,0,0,5,0,0,1,99,99,3,0,11,0,6,3,13,1,2,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,68,2,0,2,1
98,0,4,1,0,85000,0,24210,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,0,19,1,6,3,13,0,4,3,0,1,20,8,1,3,4,1,5205,5205,0,0,0,0,0,496,5,0,0,1
98,0,4,1,0,200000,0,58515,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,11,8,0,12,37,0,6,2,4,0,1,3,0,1,26,72,1,2,2,1,9505,9505,0,0,0,0,0,501,5,0,0,1
98,0,4,1,1,999999,287,30510,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,0,0,8,1,6,3,13,1,2,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,501,5,0,2,1
98,0,4,1,0,67500,0,23875,1,1,1,1,0,0,0,0,0,0,1,1,7,5,0,1,29,10,0,12,47,0,6,2,9,0,6,3,0,1,6,7,1,5,0,1,4685,4685,0,0,0,0,0,202,5,0,0,0
98,0,4,1,1,999999,325,10460,1,0,1,0,0,0,0,0,0,0,0,0,3,2,0,1,19,15,0,3,45,0,6,0,6,0,5,3,1,0,0,0,2,6,8,0,4085,0,0,0,0,4085,0,178,3,1,0,1
98,0,4,1,0,95000,0,13725,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,0,17,0,6,3,12,1,4,0,0,1,6,7,1,0,0,1,2010,2005,0,0,0,0,0,234,5,0,0,0
98,0,4,1,1,999999,195,18010,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,3,0,6,3,13,0,8,3,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,243,5,0,2,1
98,0,4,1,0,57500,0,24010,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,1,0,1,3,13,0,9,3,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,325,5,0,2,1
98,0,4,1,0,999999,0,15015,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,5,65,1,1,0,13,0,0,3,1,0,19,17,0,6,8,0,4210,0,0,0,3555,0,655,120,5,0,0,1
98,0,4,1,0,95000,0,58535,2,1,2,1,0,0,0,0,0,0,2,1,5,2,0,1,28,19,0,3,59,1,6,2,13,0,4,3,0,1,31,33,1,3,6,1,23995,22985,0,0,0,0,605,501,5,1,1,1
98,0,4,1,0,200000,0,29535,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,0,12,1,6,3,13,1,6,1,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,339,5,0,2,1
98,0,4,1,0,67500,0,20005,1,1,1,1,0,0,0,0,0,0,2,1,5,3,1,1,7,2,0,3,32,1,6,2,13,0,0,3,0,1,41,80,1,5,5,1,20005,20005,0,0,0,0,0,230,2,5,1,1
98,0,4,1,0,112500,0,26010,1,1,1,1,0,0,0,0,0,0,2,1,3,1,1,1,2,2,0,3,29,1,6,2,13,0,3,3,0,1,25,44,1,5,5,1,17005,17005,0,0,0,0,0,443,2,2,0,1
98,0,4,1,0,57500,0,28250,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,0,13,0,6,3,13,1,6,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,325,2,0,2,1
98,0,4,1,1,999999,325,20005,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,0,0,4,3,13,0,9,3,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,270,5,0,2,1
98,0,4,1,0,37500,0,18735,1,0,1,0,1,0,1,0,0,0,0,0,4,0,0,1,99,99,2,0,14,0,1,3,13,1,6,0,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,252,2,0,2,1
98,0,4,1,0,72500,0,32005,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,17,17,0,3,41,0,6,0,5,0,0,3,0,1,41,68,1,5,3,1,32005,32005,0,0,0,0,0,501,3,2,1,0
98,1,5,1,2,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,4,83,0,6,5,5,0,0,3,1,0,0,0,2,6,8,0,1255,0,0,0,0,0,0,0,5,0,0,1
98,1,5,1,2,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,4,21,0,6,3,12,0,6,3,1,0,0,0,2,6,8,0,4255,0,0,0,0,4255,0,0,2,0,0,1
98,0,4,1,1,999999,155,7505,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,99,99,1,3,25,1,6,3,13,0,2,3,0,1,17,11,1,5,4,1,7505,7505,0,0,0,0,0,100,5,1,0,0
98,0,4,1,1,999999,262,13005,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,0,3,1,6,3,13,1,8,0,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,259,5,0,2,1
98,0,4,1,1,999999,125,8610,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,18,18,0,3,48,1,6,4,13,0,2,3,2,1,20,8,1,0,8,1,1605,1605,0,0,0,0,0,176,5,1,0,1
98,0,4,1,0,112500,0,42010,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,10,10,0,12,43,0,3,2,3,0,0,3,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,501,2,0,0,1
98,0,4,1,1,999999,175,21575,1,1,1,1,0,0,0,0,0,0,1,1,5,2,1,1,6,0,0,12,25,0,6,2,4,0,4,3,1,0,22,18,1,6,8,0,0,0,0,0,0,0,0,242,5,0,0,1
98,0,4,1,1,999999,175,6055,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,76,1,6,0,13,0,6,3,1,0,0,0,2,6,8,0,6055,0,0,0,3445,0,405,173,5,2,0,1
98,0,4,1,0,999999,0,35805,1,0,1,0,2,0,1,0,0,0,0,0,2,0,0,1,99,99,0,3,49,1,6,3,13,0,1,3,0,1,35,66,1,2,4,1,21010,13005,0,0,0,0,0,501,5,6,1,1
98,0,4,1,0,72500,0,39845,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,31,31,0,3,58,1,6,2,13,0,5,3,0,1,41,68,1,5,6,1,20840,20285,0,0,0,0,555,501,5,7,1,1
98,0,4,1,0,999999,0,55020,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,18,1,6,3,13,0,5,3,0,1,20,8,1,5,4,1,7005,7005,0,0,0,0,0,501,5,0,0,1
98,0,4,1,0,200000,0,65030,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,29,1,6,3,13,0,1,3,0,1,22,32,0,5,6,1,7110,7005,0,0,0,0,0,501,5,0,1,1
98,0,4,1,1,999999,287,2005,2,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,0,11,0,6,3,13,1,2,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,34,5,0,2,1
98,0,4,1,0,85000,0,11910,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,67,1,6,2,13,0,6,3,1,0,29,27,1,6,8,0,8985,0,0,0,4805,0,545,270,2,5,1,1
98,0,4,1,1,999999,500,16110,1,1,0,0,0,0,0,0,0,0,2,2,2,0,0,1,99,99,0,3,29,0,6,2,12,1,0,2,1,0,41,84,1,6,8,0,0,0,0,0,0,0,0,330,4,2,0,1
98,0,4,1,0,112500,0,16880,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,41,41,0,3,71,1,6,2,13,0,5,3,1,0,0,0,2,6,8,0,4025,0,0,0,4025,0,0,296,2,7,0,1
98,0,4,1,1,999999,500,14405,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,0,5,1,3,3,13,1,8,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,245,0,0,2,1
98,0,4,1,0,112500,0,45215,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,21,12,0,3,43,1,6,2,13,0,1,3,0,1,46,84,1,5,4,1,30715,30005,505,0,0,0,0,501,5,6,0,1
98,0,4,1,0,72500,0,31925,1,2,2,1,0,0,0,0,0,0,4,1,5,1,0,1,48,48,0,8,69,0,6,2,4,0,5,3,1,0,0,0,2,6,8,0,3965,0,0,0,3965,0,0,352,5,0,0,1
98,0,4,1,0,999999,0,60385,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,20,0,3,3,12,1,0,2,0,1,18,44,1,3,0,1,3265,1505,0,0,0,0,1655,501,5,0,0,1
98,0,4,1,0,95000,0,12020,1,0,1,0,0,0,0,0,0,0,0,0,4,3,1,1,18,1,0,3,36,0,6,0,5,0,4,3,0,1,18,44,1,5,2,1,11415,5705,0,0,0,4505,1205,162,3,1,0,1
98,0,4,1,1,999999,450,14010,1,1,2,1,0,0,0,0,0,0,2,2,7,3,2,1,15,0,1,3,34,0,6,2,8,0,7,3,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,124,1,2,0,1
98,0,4,1,0,85000,0,17395,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,46,46,0,7,83,0,6,5,5,0,6,3,1,0,0,0,2,6,8,0,3735,0,0,0,2765,915,0,395,5,0,0,1
98,0,4,1,1,999999,212,9250,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,71,0,6,5,6,0,6,3,1,0,0,0,2,6,8,0,9250,0,0,0,6405,2845,0,264,5,1,0,1
98,0,4,1,1,999999,500,7050,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,99,99,1,10,19,0,6,3,12,0,5,3,2,1,11,16,1,2,8,1,2405,2405,0,0,0,0,0,144,1,0,0,1
98,0,4,1,0,999999,0,25530,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,0,14,1,3,3,13,1,6,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,286,2,0,2,1
98,0,4,1,0,85000,0,16615,1,1,1,1,2,7,1,1,0,1,0,0,6,0,0,1,99,99,3,0,19,1,6,3,13,0,5,3,0,1,24,19,1,0,1,1,1605,1605,0,0,0,0,0,165,5,0,0,0
98,0,4,1,0,999999,0,36095,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,12,52,0,6,2,4,0,5,3,0,1,22,51,0,5,1,1,5725,5725,0,0,0,0,0,501,5,0,0,1
98,0,4,1,1,999999,375,21325,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,0,6,0,1,3,13,1,8,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,424,3,0,2,1
98,0,4,1,0,999999,0,30420,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,0,19,0,6,3,12,1,0,1,0,1,21,45,1,5,0,1,2005,2005,0,0,0,0,0,330,3,0,0,1
98,0,4,1,0,52500,0,15560,1,0,2,0,1,0,1,0,0,0,0,0,6,0,0,1,99,99,3,0,15,0,1,3,12,1,7,2,3,2,0,0,2,6,8,2,1855,999999,999999,999999,1855,0,0,155,2,0,2,1
98,0,4,1,1,999999,237,15005,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,8,7,0,3,29,1,6,2,13,0,6,3,0,1,25,18,1,5,4,1,15005,15005,0,0,0,0,0,203,5,2,0,1
98,0,4,1,1,999999,237,10210,1,1,1,1,0,0,0,0,0,0,2,1,5,3,2,1,5,2,0,3,26,1,6,2,13,0,4,3,0,1,22,18,1,6,4,0,5705,0,0,0,0,0,5705,117,0,2,0,0
98,0,4,1,0,137500,0,26700,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,14,12,0,12,55,0,6,2,4,0,1,3,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,361,5,0,0,1
98,0,4,1,1,999999,212,29170,1,1,1,1,0,0,0,0,0,0,2,1,11,9,2,1,16,1,0,3,32,1,6,2,13,0,6,3,0,1,22,18,1,5,4,1,24170,17165,0,0,0,0,7005,207,5,2,0,1
98,0,4,1,0,47500,0,6725,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,0,18,1,6,3,13,0,5,3,0,1,23,18,1,4,4,1,5705,5705,0,0,0,0,0,67,5,0,0,1
98,0,4,1,0,47500,0,15285,1,1,1,1,2,0,1,1,0,1,0,0,9,0,0,1,99,99,6,0,17,0,1,3,3,1,4,2,1,0,0,0,2,6,8,0,3655,0,0,0,0,3655,0,104,2,0,0,1
98,0,4,1,0,95000,0,18910,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,50,1,6,3,13,0,1,3,1,0,0,0,2,6,8,0,18910,0,0,0,0,0,4505,498,3,1,1,1
98,0,4,1,1,999999,175,8005,1,1,1,1,2,0,1,1,0,1,0,0,8,0,0,1,99,99,5,0,12,0,6,3,13,1,6,2,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,67,5,0,2,1
98,0,4,1,1,999999,287,25005,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,0,2,1,6,3,13,0,9,3,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,426,5,0,2,1
98,0,4,1,1,999999,155,7005,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,0,3,0,6,3,13,0,8,3,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,119,5,0,2,1
98,0,4,1,1,999999,165,15005,1,1,1,1,2,0,1,1,0,1,0,0,10,0,0,1,99,99,7,0,2,0,6,3,13,0,9,3,3,2,0,0,2,6,8,2,999999,999999,999999,999999,99999,99999,99999,106,5,0,2,1
98,0,4,1,1,999999,287,6120,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,99,99,0,3,62,1,6,3,13,0,5,3,0,1,20,8,1,6,8,0,4310,0,0,0,0,2305,0,125,2,5,1,1
98,0,4,1,0,95000,0,64700,1,2,2,1,0,0,0,0,0,0,6,1,6,0,0,1,99,99,0,11,34,1,4,2,13,0,1,3,0,1,34,67,1,5,8,1,14995,14995,0,0,0,0,0,501,0,0,0,1
98,0,4,1,0,999999,0,68160,2,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,44,1,6,2,13,0,1,3,0,1,41,68,1,2,4,1,34080,31205,0,0,0,0,0,501,5,2,1,1
98,0,4,1,0,175000,0,35010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,58,0,6,0,12,0,1,3,0,1,41,84,1,5,3,1,35010,23005,0,0,0,0,0,501,3,2,1,1
98,0,4,1,1,999999,375,28220,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,23,1,6,2,13,0,0,3,0,1,25,48,1,5,1,1,11110,11005,0,0,0,0,0,501,5,1,0,1
98,0,4,1,1,999999,287,10840,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,26,1,6,3,13,0,0,3,0,1,20,9,1,5,4,1,10840,10805,0,0,0,0,0,286,5,1,0,0
98,1,5,1,2,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,4,50,1,6,0,13,0,5,3,1,0,0,0,2,6,8,0,6735,0,0,0,0,2455,4255,0,3,0,0,1
98,0,4,1,1,999999,500,0,1,1,1,1,0,0,0,0,0,0,2,1,3,1,1,1,3,3,0,3,35,1,6,2,13,0,5,3,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,1,2,5,0,1
98,0,4,1,1,999999,237,11965,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,45,1,6,0,13,0,6,3,0,1,23,16,1,5,4,1,11965,11965,0,0,0,0,0,315,4,2,1,1
98,0,4,1,1,999999,262,11175,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,20,1,6,3,13,0,5,3,0,1,41,68,1,5,6,1,11175,11175,0,0,0,0,0,294,4,1,0,1
98,0,4,1,0,85000,0,15805,1,1,2,1,0,0,0,0,0,0,0,0,5,1,0,1,47,47,0,8,75,0,1,5,10,0,6,3,1,0,0,0,2,6,8,0,3970,0,0,0,0,2165,1805,174,2,0,0,1
98,0,4,1,1,999999,237,4925,1,0,1,0,0,0,0,0,0,0,0,0,3,2,2,1,4,0,0,3,27,0,1,4,6,0,5,3,1,0,0,0,2,6,8,0,4925,0,0,0,0,4925,0,84,2,1,0,1
98,0,4,1,0,200000,0,32275,2,0,1,0,1,7,1,0,0,0,0,0,4,0,0,1,99,99,2,0,18,1,6,3,13,0,7,3,0,1,20,8,1,0,4,1,1445,1445,0,0,0,0,0,422,3,0,0,1
98,0,4,1,0,47500,0,13910,1,1,2,1,0,0,0,0,0,0,2,1,6,3,0,1,21,18,0,3,55,1,5,2,13,0,6,3,1,0,0,0,2,6,8,0,6905,0,0,0,0,6905,0,133,5,6,1,1
