year,gq,gqtypeg,farm,ownershg,value,rent,ftotinc,nfams,ncouples,nmothers,nfathers,momloc,stepmom,momrule,poploc,steppop,poprule,sploc,sprule,famsize,nchild,nchlt5,famunit,eldch,yngch,nsibs,relateg,age,sex,raceg,marst,chborn,school,educrec,schltype,empstatg,labforce,occscore,sei,classwkg,wkswork2,hrswork2,yrlastwk,workedyr,inctot,incwage,incbus,incfarm,incss,incwelfr,incother,poverty,migrat5g,movedin,vetstat,binaryClass
99,0,1,1,0,350000,0,50347,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,12,81,0,6,2,4,0,5,0,1,0,0,0,2,6,8,5,0,0,0,0,0,0,0,0,501,1,0,0,1
99,0,1,1,0,187500,0,52505,1,1,1,1,0,0,0,0,0,0,2,2,4,2,0,1,17,15,0,3,39,0,4,2,6,0,5,0,1,0,38,68,1,0,8,6,1,4000,4000,0,0,0,0,0,418,0,2,0,1
99,0,1,1,0,275000,0,60300,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,33,1,1,2,13,1,1,2,0,1,26,22,1,5,4,7,1,25000,24000,0,0,0,0,0,501,1,1,0,1
99,0,1,1,1,999999,875,20000,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,9,23,1,6,3,13,1,0,2,0,1,24,47,1,3,3,7,1,12000,12000,0,0,0,0,0,186,0,0,0,0
99,0,1,1,0,225000,0,1595,1,0,1,0,0,0,0,0,0,0,0,0,4,3,0,1,22,11,0,7,44,0,6,5,5,0,0,0,0,1,41,68,0,5,5,7,1,-2005,0,-2005,0,0,0,0,12,1,0,0,1
99,0,1,1,0,400000,0,68107,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,0,10,1,6,3,13,1,2,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,411,1,0,2,1
99,0,1,1,0,112500,0,34607,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,99,99,0,3,40,0,6,0,12,0,0,0,0,1,22,61,1,5,4,7,1,26225,26000,0,0,0,0,0,417,0,2,0,1
99,0,1,1,1,999999,725,21620,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,1,0,5,1,6,3,13,0,8,0,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,124,0,0,2,1
99,0,1,1,0,400000,0,78780,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,0,20,0,6,3,12,1,0,1,0,1,37,78,1,3,8,4,1,6369,5959,0,0,0,0,0,501,1,0,0,1
99,0,1,1,0,162500,0,37200,1,1,1,1,0,0,0,0,0,0,2,1,4,2,2,1,2,0,0,3,46,1,6,2,13,0,0,0,0,1,27,31,1,5,5,7,1,37200,37000,0,0,0,0,0,296,0,1,1,1
99,0,1,1,0,225000,0,42000,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,10,10,0,3,37,1,6,2,13,0,0,0,0,1,24,19,1,4,5,7,1,22000,22000,0,0,0,0,0,421,0,2,0,1
99,0,1,1,1,999999,675,12280,1,1,1,1,0,0,0,0,0,0,2,2,4,2,0,1,20,13,0,3,46,0,6,2,5,0,0,0,2,1,24,47,1,6,8,1,0,8280,0,0,0,0,8280,0,94,0,1,0,1
99,0,1,1,1,999999,1000,32785,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,0,4,0,6,3,13,0,8,0,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,222,2,0,2,1
99,0,1,1,0,162500,0,43765,1,0,1,0,1,0,1,0,0,0,0,0,6,0,0,1,99,99,4,0,18,1,6,3,13,0,7,0,0,1,20,8,1,1,5,7,1,4000,4000,0,0,0,0,0,256,0,0,0,1
99,0,1,1,0,162500,0,91295,1,1,2,1,2,0,1,1,0,1,0,0,7,0,0,1,99,99,2,0,28,0,6,3,12,1,0,2,0,1,23,18,1,5,1,7,1,14653,14635,0,0,0,0,0,454,1,0,0,1
99,0,1,1,1,999999,625,17000,3,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,3,30,1,6,3,13,0,7,0,0,1,34,49,1,5,4,7,1,17000,17000,0,0,0,0,0,199,0,1,0,1
99,0,1,1,0,187500,0,25068,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,99,99,1,3,72,0,6,0,4,0,5,0,1,0,0,0,2,6,8,3,0,6000,0,0,0,6000,0,0,334,1,8,0,1
99,0,1,1,0,350000,0,33000,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,0,11,1,6,3,13,1,6,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,223,0,0,2,1
99,0,1,1,1,999999,462,49000,1,1,1,1,1,0,1,2,0,1,0,0,4,0,0,1,99,99,1,0,16,0,6,3,12,1,4,1,0,1,24,47,1,1,0,7,1,2000,1821,0,0,0,0,0,390,1,0,0,1
99,0,1,1,0,225000,0,100000,1,1,1,1,0,0,0,0,0,0,1,1,3,1,1,1,3,3,0,12,31,0,6,2,3,0,1,0,0,1,39,82,0,3,5,7,1,50000,35000,15000,0,0,0,0,501,0,0,0,1
99,0,1,1,1,999999,625,40164,1,1,0,1,0,0,0,0,0,0,2,1,3,0,0,1,99,99,0,3,69,1,6,2,13,0,5,0,0,1,31,33,1,5,6,7,1,30000,30000,0,0,0,0,0,414,0,5,1,1
99,0,1,1,1,999999,512,7200,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,0,0,0,6,3,13,2,9,3,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,72,2,0,2,1
99,0,1,1,0,162500,0,55000,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,53,1,1,2,13,0,1,0,0,1,48,87,1,5,4,7,1,45000,45000,0,0,0,0,0,501,1,7,1,1
99,0,1,1,1,999999,1000,45800,1,1,1,1,2,0,1,1,0,1,0,0,7,0,0,1,99,99,4,0,1,0,6,3,13,2,9,3,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,231,2,0,2,1
99,1,0,1,2,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,4,46,1,6,0,13,0,0,0,1,0,24,44,1,5,8,4,1,8000,0,8000,0,0,0,0,0,0,0,0,1
99,0,1,1,1,999999,875,7700,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,99,99,0,9,20,0,6,3,12,0,0,0,0,1,22,61,1,3,4,7,1,22000,22000,0,0,0,0,0,341,0,0,0,1
99,0,1,1,1,999999,412,36199,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,99,99,0,9,15,0,6,3,12,1,7,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,0,0,0,1,0,0,2,1
99,0,1,1,0,275000,0,58400,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,38,1,6,2,13,0,0,0,0,1,41,68,1,5,7,7,1,44500,43000,0,0,0,0,0,501,0,2,0,1
99,0,1,1,1,999999,675,47292,1,1,2,1,2,7,1,1,0,1,0,0,8,0,0,1,99,99,2,0,14,0,6,3,13,1,6,1,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,213,0,0,2,1
99,0,1,1,1,999999,625,16280,1,1,1,1,0,0,0,0,0,0,1,1,5,3,2,1,6,1,0,12,26,0,6,2,5,0,0,0,1,0,18,44,1,6,8,1,0,2280,0,0,0,0,2280,0,110,0,0,0,1
99,0,1,1,1,999999,487,8200,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,99,99,0,9,30,1,6,1,13,0,8,0,0,1,11,11,1,1,2,7,1,3200,3200,0,0,0,0,0,50,0,0,0,0
99,0,1,1,0,95000,0,4200,1,0,2,0,2,0,2,0,0,0,0,0,4,0,0,1,99,99,0,2,19,0,6,3,12,0,5,0,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,0,32,1,0,0,1
99,0,1,1,1,999999,875,60000,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,5,0,2,3,13,1,8,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,477,1,0,2,1
99,0,1,1,0,275000,0,53600,1,2,2,2,0,0,0,0,0,0,4,1,9,3,0,1,29,21,0,8,68,1,4,2,13,0,0,0,1,0,0,0,2,6,8,3,0,0,0,0,0,0,0,0,199,0,0,0,1
99,0,1,1,1,999999,875,60000,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,8,1,4,3,13,0,2,0,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,477,0,0,2,1
99,0,1,1,1,999999,675,32000,2,0,1,0,1,7,1,0,0,0,0,0,2,0,0,1,99,99,0,0,19,0,6,3,12,1,5,2,1,0,41,68,1,3,8,4,1,6000,6000,0,0,0,0,0,385,0,0,0,1
99,2,2,1,2,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,5,33,0,6,3,12,0,5,0,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1
99,0,1,1,1,999999,875,105600,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,14,10,0,3,45,1,4,2,13,0,1,0,0,1,38,68,1,3,4,7,1,105600,105600,0,0,0,0,0,501,0,1,0,1
99,0,1,1,1,999999,875,11150,1,1,1,1,0,0,0,0,0,0,2,1,5,3,0,1,17,11,0,3,46,1,4,2,13,0,0,0,0,1,41,68,0,5,6,7,1,7150,8000,-850,0,0,0,0,75,0,1,0,1
99,0,1,1,1,999999,387,9600,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,9,29,0,6,3,12,0,1,0,0,1,6,7,1,5,4,7,1,7500,7500,0,0,0,0,0,116,0,0,0,0
99,0,1,1,0,400000,0,62800,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,0,19,1,6,3,13,1,0,2,1,0,22,18,1,0,8,6,1,300,300,0,0,0,0,0,501,1,0,0,1
99,0,1,1,1,999999,462,9100,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,26,0,6,3,12,1,7,2,0,1,22,18,1,5,4,7,1,9100,9100,0,0,0,0,0,141,0,1,0,1
99,0,1,1,0,350000,0,25838,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,0,48,1,6,3,13,0,0,0,1,0,0,0,2,6,8,5,0,7374,0,0,0,0,0,0,311,1,0,1,1
99,0,1,1,0,225000,0,20067,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,62,1,6,2,13,0,5,0,0,1,10,19,1,0,0,7,1,349,123,0,0,0,0,0,242,1,8,1,1
99,0,1,1,0,137500,0,40000,1,1,1,1,0,0,0,0,0,0,1,1,4,2,1,1,8,1,0,12,26,0,6,2,3,0,0,0,0,1,18,44,1,6,1,7,0,0,0,0,0,0,0,0,318,0,0,0,1
99,0,1,1,1,999999,675,26000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,31,1,6,3,13,0,5,0,0,1,25,11,1,5,6,7,1,26000,26000,0,0,0,0,0,403,0,1,0,1
99,0,1,1,1,999999,675,6720,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,0,4,1,1,3,13,0,8,0,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,67,2,0,2,1
99,0,1,1,1,999999,575,33000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,41,1,6,3,13,0,0,0,0,1,25,44,1,5,5,7,1,33000,33000,0,0,0,0,0,501,1,5,0,1
99,0,1,1,1,999999,875,58000,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,40,1,6,0,13,0,0,0,0,1,45,82,1,5,1,7,1,58000,58000,0,0,0,0,0,501,0,2,1,1
99,0,1,1,1,999999,675,23995,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,6,6,0,3,44,1,4,2,13,0,0,0,1,0,24,47,0,0,8,6,1,-2005,0,-2005,0,0,0,0,240,0,2,0,1
99,0,1,1,1,999999,575,15000,2,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,2,2,0,3,21,1,6,3,13,0,5,0,0,1,25,15,1,5,4,7,1,15000,15000,0,0,0,0,0,176,0,1,0,1
99,0,1,1,1,999999,1000,92000,1,1,1,1,0,0,0,0,0,0,2,1,5,3,3,1,4,1,0,3,35,1,6,2,13,0,1,0,0,1,26,72,1,3,6,7,1,50000,50000,0,0,0,0,0,501,0,1,0,1
99,0,1,1,1,999999,725,65450,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,12,28,0,4,2,12,0,1,0,0,1,37,78,1,5,4,7,1,26000,26000,0,0,0,0,0,501,0,0,0,0
99,0,1,1,1,999999,875,18000,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,0,9,0,6,3,13,1,2,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,109,0,0,2,1
99,0,1,1,0,162500,0,64560,1,0,0,1,0,0,0,4,0,3,0,0,5,0,0,1,99,99,0,6,1,1,6,3,13,2,9,3,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,413,2,0,2,1
99,0,1,1,1,999999,512,39549,1,1,1,1,0,0,0,0,0,0,2,1,10,6,0,1,31,8,0,3,58,1,0,2,13,0,8,0,1,0,25,15,1,6,8,2,0,0,0,0,0,0,0,0,150,1,2,0,1
99,0,1,1,0,95000,0,43500,1,0,0,1,0,0,0,0,0,0,0,0,3,2,0,1,37,31,0,3,61,1,1,0,13,0,5,0,1,0,17,11,0,3,8,6,1,16500,0,14000,0,0,0,0,448,1,2,1,1
99,0,1,1,1,999999,512,20000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,50,1,1,3,13,0,0,0,0,1,22,45,1,5,4,7,1,20000,20000,0,0,0,0,0,310,1,2,1,0
99,0,1,1,0,225000,0,44275,2,0,1,0,0,0,0,0,0,0,0,0,4,2,0,1,14,14,0,3,40,0,6,0,5,0,0,0,0,1,31,65,1,5,4,7,1,33475,31000,0,0,0,0,2400,352,1,6,0,1
99,0,1,1,0,22500,0,24000,2,1,2,1,2,7,1,1,0,1,0,0,11,0,0,1,99,99,7,0,19,1,6,3,13,1,0,2,0,1,30,65,1,6,1,7,0,0,0,0,0,0,0,0,96,1,0,0,0
99,0,1,1,0,275000,0,102100,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,58,1,6,2,13,0,1,0,0,1,41,72,1,5,5,7,1,78714,77380,0,0,0,0,0,501,1,2,1,1
99,1,0,1,2,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,4,64,1,6,0,13,0,5,0,1,0,0,0,2,6,8,3,0,0,0,0,0,0,0,0,0,1,0,0,1
99,0,1,1,0,137500,0,51560,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,0,0,2,1,6,3,13,2,9,3,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,397,2,0,2,1
99,0,1,1,1,999999,875,31560,1,1,1,1,0,0,0,0,0,0,0,0,6,0,0,1,99,99,1,11,51,0,6,0,9,0,7,0,0,1,6,7,1,3,7,7,1,5500,5500,0,0,0,0,0,178,0,0,0,1
99,0,1,1,1,999999,725,11280,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,9,2,1,2,3,13,2,9,3,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,1,2,0,2,1
99,0,1,1,1,999999,362,5200,2,0,1,0,0,0,0,0,0,0,0,0,3,2,0,1,7,6,0,3,28,0,6,3,4,1,6,2,1,0,0,0,2,6,8,3,0,5200,0,0,0,0,5200,0,52,0,2,0,1
99,0,1,1,0,275000,0,49565,2,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,0,24,1,6,3,13,0,5,0,0,1,17,11,1,5,4,7,1,17065,17000,0,0,0,0,0,501,1,0,0,1
99,0,1,1,0,162500,0,26900,1,1,2,1,2,0,1,1,0,1,0,0,7,0,0,1,99,99,3,0,15,1,6,3,13,1,6,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,0,0,0,140,1,0,2,1
99,0,1,1,1,999999,312,3983,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,12,68,0,6,2,10,0,3,0,1,0,0,0,2,6,8,0,0,3264,0,0,0,3264,0,0,53,1,0,0,1
99,0,1,1,1,999999,725,17200,2,0,1,2,0,0,0,0,0,0,0,0,9,4,2,1,16,2,1,3,36,1,6,4,13,0,5,0,1,0,0,0,2,6,8,3,0,10200,0,0,0,4800,0,0,69,0,2,0,1
99,0,1,1,1,999999,575,48520,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,35,1,6,3,13,0,5,0,0,1,41,68,1,5,7,7,1,48520,48000,0,0,0,0,0,501,1,5,0,1
99,0,1,1,0,350000,0,30500,1,1,1,1,0,0,0,0,0,0,1,1,5,3,2,1,12,2,0,12,30,0,6,2,4,0,0,0,1,0,37,78,1,6,8,1,0,0,0,0,0,0,0,0,206,1,0,0,1
99,0,1,1,1,999999,625,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,0,1,8,6,0,3,33,0,1,4,12,0,5,0,1,0,0,0,2,6,8,3,0,0,0,0,0,0,0,0,1,1,5,0,1
99,0,1,1,0,187500,0,52650,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,32,32,0,12,61,0,6,2,6,0,5,0,0,1,21,45,1,5,2,7,1,14650,9000,0,0,0,0,0,501,1,0,0,1
99,0,1,1,0,112500,0,41000,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,58,1,6,2,13,0,0,0,0,1,43,86,1,5,4,7,1,21000,21000,0,0,0,0,0,494,1,2,0,1
99,0,1,1,0,275000,0,34106,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,59,1,6,2,13,0,1,0,0,1,37,78,1,1,6,7,1,34106,9200,0,0,0,0,0,411,1,7,1,1
99,0,1,1,0,225000,0,60500,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,0,22,0,6,3,12,1,0,2,0,1,25,44,1,5,4,7,1,15000,15000,0,0,0,0,0,399,1,0,0,1
99,0,1,1,1,999999,625,19000,2,1,1,1,0,0,0,0,0,0,1,1,5,3,2,1,11,0,0,12,22,0,6,2,4,0,0,0,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,0,128,0,0,0,1
99,0,1,1,1,999999,575,16000,5,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,12,29,0,6,2,4,0,7,0,0,1,23,18,1,1,4,7,1,4000,4000,0,0,0,0,0,193,0,0,0,1
99,0,1,1,0,400000,0,97650,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,71,1,6,2,13,1,1,1,0,1,37,78,0,4,5,7,1,96050,0,75000,0,1050,0,0,501,1,6,0,1
99,0,1,1,0,225000,0,80213,1,0,0,1,0,0,0,1,0,1,0,0,2,0,0,1,99,99,0,0,61,1,6,0,13,0,5,0,1,0,32,42,1,1,8,6,1,62471,20622,0,0,0,0,0,501,1,0,1,1
99,0,1,1,1,999999,437,63000,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,99,99,0,6,22,0,6,3,12,0,0,0,0,1,18,44,1,0,4,7,1,2000,2000,0,0,0,0,0,493,1,0,0,1
99,2,2,1,2,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,5,20,1,6,3,13,0,5,0,0,1,11,18,1,5,7,7,1,12000,12000,0,0,0,0,0,0,0,0,0,0
99,0,1,1,0,400000,0,116700,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,18,15,0,12,46,0,6,2,4,0,1,0,1,0,22,51,1,6,8,2,0,500,0,0,0,0,0,0,501,1,0,0,1
99,0,1,1,1,999999,575,7560,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,54,1,1,4,13,0,5,0,1,0,0,0,2,6,8,3,0,7560,0,0,0,0,7560,0,117,0,1,1,1
99,0,1,1,0,350000,0,101000,1,1,0,0,0,0,0,0,0,0,2,2,2,0,0,1,99,99,0,3,39,0,6,2,12,0,1,0,0,1,35,62,0,5,4,7,1,82000,0,82000,0,0,0,0,501,0,2,0,1
99,0,1,1,0,400000,0,116600,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,1,1,6,3,13,2,9,3,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,501,2,0,2,1
99,0,1,1,1,999999,1000,35600,1,1,1,1,0,0,0,0,0,0,2,1,4,2,1,1,6,2,0,3,48,1,6,2,13,0,1,0,0,1,41,68,1,5,7,7,1,35000,35000,0,0,0,0,0,283,0,1,1,1
99,0,1,1,1,999999,625,18000,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,13,0,6,3,13,1,6,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,143,1,0,2,1
99,0,1,1,0,225000,0,72778,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,24,13,0,3,75,1,6,2,13,0,5,0,1,0,0,0,2,6,8,3,0,14247,0,0,0,11747,0,0,501,1,7,0,1
99,2,2,1,2,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,5,25,1,6,3,13,0,5,0,0,1,11,18,1,5,7,7,1,12777,12657,0,0,0,0,0,0,0,0,0,0
99,0,1,1,1,999999,875,15000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,9,40,1,6,0,13,0,1,0,0,1,35,68,1,5,4,7,1,25000,25000,0,0,0,0,0,388,0,0,0,1
99,1,0,1,2,999999,0,999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,4,57,0,6,3,12,0,1,0,1,0,22,60,1,6,8,2,0,6259,0,0,0,6259,0,0,0,0,0,0,1
99,0,1,1,0,350000,0,83000,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,15,15,0,3,45,1,6,2,13,0,5,0,0,1,41,68,0,1,4,7,1,25000,0,25000,0,0,0,0,501,0,2,0,1
99,0,1,1,1,999999,675,28000,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,0,9,1,6,3,13,1,2,1,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,164,1,0,2,1
99,0,1,1,0,400000,0,190603,2,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,0,4,0,6,3,13,0,8,0,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,501,2,0,2,1
99,0,1,1,0,275000,0,16034,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,29,29,0,3,62,0,6,0,4,0,0,0,1,0,22,61,1,6,8,1,0,11034,0,0,0,0,0,5400,193,1,8,0,1
99,0,1,1,1,999999,387,7500,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,99,99,0,6,36,1,6,1,13,0,3,0,2,1,0,0,2,6,8,0,0,0,0,0,0,0,0,0,77,0,0,0,1
99,0,1,1,0,400000,0,95000,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,3,59,1,6,2,13,0,1,0,0,1,41,72,1,5,4,7,1,95000,74000,0,0,0,0,0,501,1,7,1,1
99,0,1,1,1,999999,537,30189,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,30,1,6,3,13,1,0,2,0,1,23,45,1,2,2,7,1,30189,15000,0,0,0,15189,0,468,0,1,0,1
99,0,1,1,0,350000,0,77076,1,2,2,2,0,0,0,0,0,0,3,1,6,2,2,1,1,1,0,1,25,0,6,2,4,0,5,0,2,1,26,52,1,0,8,4,1,1200,1200,0,0,0,0,0,442,0,0,0,1
99,0,1,1,1,999999,625,18000,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,20,1,6,3,13,1,5,2,0,1,41,68,1,5,6,7,1,18000,18000,0,0,0,0,0,279,0,1,0,0
99,0,1,1,0,95000,0,41700,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,0,17,0,6,3,12,1,4,2,0,1,18,44,1,5,1,7,1,4200,4200,0,0,0,0,0,488,0,0,0,0
99,0,1,1,0,350000,0,51390,1,1,1,0,0,0,0,0,0,0,0,0,4,1,0,1,24,24,0,3,50,0,6,0,6,0,0,0,0,1,41,68,1,5,8,4,1,40000,36000,0,0,0,0,0,402,1,7,0,1
99,0,1,1,0,225000,0,56702,1,1,0,0,0,0,0,0,0,0,2,2,2,0,0,1,99,99,0,3,69,0,6,2,4,0,5,0,1,0,0,0,2,6,8,3,0,18552,0,0,0,6214,0,0,501,1,5,0,1
99,0,1,1,1,999999,625,35207,1,1,1,1,0,0,0,0,0,0,2,1,6,4,1,1,17,2,0,3,36,1,6,2,13,0,6,0,0,1,23,16,1,5,4,7,1,23137,21521,0,0,1616,0,0,212,0,2,0,0
99,0,1,1,1,999999,575,8000,2,0,0,1,0,0,0,1,1,1,0,0,5,0,0,1,99,99,1,0,13,1,6,3,13,1,6,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,53,0,0,2,1
99,0,1,1,0,225000,0,119000,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,21,21,0,12,44,0,1,2,4,0,5,0,0,1,34,53,1,5,4,7,1,44000,38000,0,0,0,0,0,501,1,0,0,1
99,0,1,1,0,137500,0,51943,1,1,1,1,2,0,1,1,0,1,0,0,8,0,0,1,99,99,5,0,13,1,6,3,13,1,6,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,246,1,0,2,1
99,0,1,1,0,187500,0,31542,1,1,1,1,1,0,1,2,0,1,0,0,4,0,0,1,99,99,1,0,17,0,1,3,12,1,4,2,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,0,251,1,0,0,1
99,0,1,1,1,999999,487,15965,1,1,1,1,0,0,0,0,0,0,1,1,3,1,1,1,1,1,0,12,24,0,6,2,3,0,3,0,0,1,22,18,1,5,4,7,1,14765,14765,0,0,0,0,0,160,0,0,0,1
99,0,1,1,1,999999,512,35888,1,1,1,1,2,0,1,1,0,1,0,0,7,0,0,1,99,99,3,0,11,0,6,3,13,1,6,2,3,2,0,0,2,6,8,7,2,0,999999,999999,999999,99999,99999,99999,187,1,0,2,1
99,0,1,1,1,999999,387,14000,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,1,99,99,1,11,23,1,6,3,13,0,7,0,0,1,24,19,0,3,4,7,1,2000,0,2000,0,0,0,0,108,0,0,0,1
99,0,1,1,0,225000,0,64000,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,14,12,0,3,46,1,6,2,13,0,1,0,0,1,24,47,1,5,6,7,1,28000,23000,0,0,0,0,0,501,1,6,1,1
99,0,1,1,1,999999,675,8400,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,3,38,1,6,3,13,1,3,1,1,0,20,8,1,5,8,4,1,8400,8400,0,0,0,0,0,130,0,2,0,1
