date,plant-stand,precip,temp,hail,crop-hist,area-damaged,severity,seed-tmt,germination,plant-growth,leaves,leafspots-halo,leafspots-marg,leafspot-size,leaf-shread,leaf-malf,leaf-mild,stem,lodging,stem-cankers,canker-lesion,fruiting-bodies,external-decay,mycelium,int-discolor,sclerotia,fruit-pods,fruit-spots,seed,mold-growth,seed-discolor,seed-size,shriveling,roots,binaryClass
4,0,0,0,0,3,0,1,1,3,0,0,1,1,3,1,1,2,0,0,1,1,1,3,0,3,0,3,4,1,1,1,1,1,3,0
3,0,0,0,0,2,0,1,1,3,0,0,1,1,3,1,1,2,0,0,0,1,1,0,0,3,0,3,4,1,1,1,1,1,3,0
2,0,3,3,0,3,0,1,1,3,0,0,1,1,3,1,1,2,0,0,0,1,1,0,0,3,0,3,4,1,1,1,1,1,3,0
3,0,3,3,0,2,0,1,1,3,0,0,1,1,3,1,1,2,0,0,0,1,1,0,0,3,0,3,4,1,1,1,1,1,3,0
2,0,3,3,0,3,0,1,1,3,0,0,1,1,3,1,1,2,0,0,0,1,1,0,0,3,0,3,4,1,1,1,1,1,3,0
2,0,3,3,0,2,0,1,1,3,0,0,1,1,3,1,1,2,0,0,0,1,1,0,0,3,0,3,4,1,1,1,1,1,3,0
2,2,1,1,1,4,2,3,2,1,0,0,2,3,1,0,0,0,0,1,2,4,0,0,0,1,0,4,3,2,0,0,2,0,2,0
1,2,3,1,1,3,3,2,0,0,0,1,0,0,0,0,0,0,0,1,2,4,0,0,0,1,0,4,3,2,0,0,2,0,2,0
2,2,1,1,1,2,3,3,2,0,0,0,2,3,1,0,0,0,0,1,2,4,0,0,0,1,0,4,3,2,0,0,2,0,2,0
7,2,1,3,1,2,2,2,2,1,0,0,2,3,0,0,0,0,0,1,2,4,0,0,0,1,0,4,3,2,0,0,2,0,2,0
6,2,1,3,1,3,0,2,0,0,0,0,2,3,1,0,0,0,0,1,2,4,0,0,0,1,0,4,3,2,0,0,2,0,2,0
1,2,3,1,1,2,3,3,2,2,0,1,0,0,0,0,0,0,0,1,2,4,0,0,0,1,0,4,3,2,0,0,2,0,2,0
7,2,1,0,2,3,4,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,4,0,2,0,0,2,0,2,0
7,2,1,3,2,4,2,2,0,1,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,4,0,2,0,0,2,0,2,0
1,2,1,3,2,2,3,2,2,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,4,0,2,0,0,2,0,2,0
7,2,1,3,2,3,4,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,4,0,2,0,0,2,0,2,0
7,2,1,3,2,3,3,2,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,4,0,2,0,0,2,0,2,0
2,0,3,1,2,3,2,3,2,2,0,1,0,0,0,0,0,0,0,1,2,4,0,0,0,1,0,4,3,2,0,0,2,0,2,0
7,0,3,3,2,3,4,3,2,1,0,1,0,0,0,0,0,0,0,1,2,4,0,0,0,1,0,4,3,2,0,0,2,0,2,0
1,0,1,1,2,3,3,3,2,0,0,0,2,3,1,0,0,0,0,2,2,4,0,0,0,1,0,4,3,2,0,0,2,0,2,0
7,0,3,1,2,2,4,2,0,2,0,1,0,0,0,0,0,0,0,1,2,4,0,0,0,1,0,4,3,2,0,0,2,0,2,0
1,0,3,1,2,2,0,2,0,1,0,1,0,0,0,0,0,0,0,2,2,4,0,0,0,1,0,4,3,2,0,0,2,0,2,0
6,0,3,3,2,2,4,2,0,0,0,1,0,0,0,0,0,0,0,1,2,4,0,0,0,1,0,4,3,2,0,0,2,0,2,0
2,2,1,3,2,3,3,2,2,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,4,0,2,0,0,2,0,2,0
7,2,1,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,4,0,2,0,0,2,0,2,0
2,2,1,3,2,3,3,2,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,4,0,2,0,0,2,0,2,0
1,2,1,3,2,4,4,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,4,0,2,0,0,2,0,2,0
7,2,1,0,2,3,2,2,0,1,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,4,0,2,0,0,2,0,2,0
1,2,1,3,2,4,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,4,0,2,0,0,2,0,2,0
7,2,1,0,2,2,3,2,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,4,0,2,0,0,2,0,2,0
4,2,1,1,1,0,2,0,2,1,2,0,0,0,0,0,0,3,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
3,2,3,3,1,4,0,2,0,0,2,0,0,0,0,0,0,3,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
2,2,0,1,1,3,3,0,2,2,2,0,0,0,0,0,0,3,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
1,2,1,3,1,2,4,2,2,1,2,0,0,0,0,0,0,3,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
7,2,3,1,1,0,2,0,2,0,2,0,0,0,0,0,0,3,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
1,2,3,1,1,3,3,0,0,1,2,0,0,0,0,0,0,3,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
2,0,1,3,2,2,4,2,0,2,2,0,0,0,0,0,0,3,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
1,0,3,1,2,0,2,0,3,1,2,0,0,0,0,0,0,3,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
3,0,3,1,2,0,2,0,2,0,2,0,0,0,0,0,0,3,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
7,0,1,3,2,2,4,2,2,0,2,0,0,0,0,0,0,3,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
2,2,0,1,1,3,3,2,2,0,2,0,3,3,1,0,0,1,2,2,2,2,0,0,0,3,0,4,0,0,2,0,2,0,2,0
1,2,0,3,1,2,4,2,0,2,2,0,2,3,1,0,2,1,2,2,2,2,0,0,0,3,0,4,0,0,2,0,2,0,2,0
7,2,0,3,1,4,2,2,2,0,2,0,3,3,1,0,0,1,2,2,2,2,0,0,0,3,0,4,0,0,2,0,2,0,2,0
3,2,0,1,1,0,4,2,0,2,2,0,2,3,1,0,0,1,2,2,2,2,0,0,0,3,0,4,0,0,2,0,2,0,2,0
2,2,0,3,1,4,2,2,2,0,2,0,2,3,1,0,2,1,2,2,2,2,0,0,0,3,0,4,0,0,2,0,2,0,2,0
6,0,0,1,2,4,4,0,0,2,2,0,2,3,1,0,2,1,2,2,2,2,0,0,0,3,0,4,0,0,2,0,2,0,2,0
2,0,0,0,2,2,0,2,0,2,2,0,3,3,1,0,0,1,2,2,2,2,0,0,0,3,0,4,0,0,2,0,2,0,2,0
7,0,0,3,2,3,4,0,0,2,2,0,3,3,1,0,0,1,2,2,2,2,0,0,0,3,0,4,0,0,2,0,2,0,2,0
2,0,0,3,2,4,0,0,0,2,2,0,2,3,1,0,0,1,2,2,2,2,0,0,0,3,0,4,0,0,2,0,2,0,2,0
7,0,0,1,2,2,4,0,0,2,2,0,2,3,1,0,0,1,2,2,2,2,0,0,0,3,0,4,0,0,2,0,2,0,2,0
4,0,0,3,2,2,3,2,2,2,2,0,2,3,1,0,0,0,0,2,0,0,2,0,0,3,0,4,0,2,0,0,2,0,2,1
3,2,0,3,2,4,0,2,2,1,2,0,2,3,1,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
2,2,0,3,2,3,4,2,2,0,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
3,0,0,3,2,2,4,2,2,2,2,0,2,3,1,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
3,2,0,3,2,3,3,2,2,0,2,0,2,3,1,2,0,0,0,2,0,0,2,0,0,3,0,4,0,2,0,0,2,0,2,1
7,2,0,3,2,3,4,3,0,0,2,0,2,3,1,0,0,0,0,2,2,4,2,1,0,3,0,4,0,2,0,0,2,0,2,1
3,2,0,3,2,2,4,2,0,0,2,0,2,3,1,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
4,2,0,3,2,3,4,2,3,0,2,0,2,3,1,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
3,0,3,3,1,3,3,2,0,2,0,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
2,0,0,0,1,4,0,0,3,0,2,0,2,3,1,0,0,0,0,2,0,0,0,0,0,3,0,0,1,2,0,0,2,0,2,1
0,2,3,3,2,0,2,0,2,1,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
4,2,0,0,2,4,0,0,0,0,0,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
3,2,3,3,2,3,3,2,3,2,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
2,2,0,0,2,2,4,0,2,0,0,0,2,3,1,0,0,0,0,2,0,0,0,0,0,3,0,4,2,2,0,0,2,0,2,1
1,2,3,3,2,4,2,2,0,2,2,0,2,3,1,0,0,0,0,2,0,0,2,0,0,3,0,0,1,2,0,0,2,0,2,1
0,2,0,0,2,3,0,2,3,0,0,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
4,2,3,3,2,2,3,0,2,2,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
3,2,0,0,2,4,4,0,0,0,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
0,2,3,3,2,3,2,0,3,2,0,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
4,0,0,0,1,2,0,0,2,0,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
4,2,0,3,2,4,0,2,2,1,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
3,2,0,3,2,3,3,2,2,0,2,0,2,3,1,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
2,0,0,3,2,2,4,2,2,2,2,0,2,3,1,0,0,0,0,2,0,0,2,0,0,3,0,4,0,2,0,0,2,0,2,1
1,2,0,3,2,3,0,2,2,1,2,0,2,3,1,2,0,0,0,2,0,0,2,0,0,3,0,4,0,2,0,0,2,0,2,1
7,2,0,3,2,2,3,2,2,0,2,0,2,3,1,0,0,0,0,2,0,0,2,0,0,3,0,4,0,2,0,0,2,0,2,1
4,0,0,3,2,3,4,2,2,2,2,0,2,3,1,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
3,2,0,3,2,2,4,2,2,1,2,0,2,3,1,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
2,2,0,3,2,3,4,2,2,0,2,0,2,3,1,0,0,0,0,2,0,0,2,0,0,3,0,4,0,2,0,0,2,0,2,1
4,0,0,3,2,2,4,2,2,2,2,0,2,3,1,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
3,2,0,3,2,4,0,2,2,1,2,0,2,3,1,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
2,2,0,3,2,3,3,2,2,0,2,0,2,3,1,0,0,0,0,2,0,0,2,0,0,3,0,4,0,2,0,0,2,0,2,1
4,0,0,3,2,2,4,2,2,2,2,0,2,3,1,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
3,2,0,3,2,3,4,2,2,1,2,0,2,3,1,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
2,2,0,3,2,2,4,2,2,0,2,0,2,3,1,2,0,0,0,2,0,0,2,0,0,3,0,4,0,2,0,0,2,0,2,1
4,0,0,3,2,3,0,2,2,2,2,0,2,3,1,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
3,2,0,3,2,2,3,2,2,1,2,0,2,3,1,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
2,2,0,3,2,3,4,2,2,0,2,0,2,3,1,0,0,0,0,2,0,0,2,0,0,3,0,4,0,2,0,0,2,0,2,1
1,0,0,3,2,2,0,2,2,2,2,0,2,3,1,0,0,0,0,2,0,0,2,0,0,3,0,4,0,2,0,0,2,0,2,1
7,2,0,3,2,4,3,2,2,1,2,0,2,3,1,0,0,0,0,2,0,0,2,0,0,3,0,4,0,2,0,0,2,0,2,1
4,2,0,3,2,3,4,2,2,0,2,0,2,3,1,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
3,0,0,3,2,2,4,2,2,2,2,0,2,3,1,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
2,2,0,3,2,3,0,2,2,1,2,0,2,3,1,0,0,0,0,2,0,0,2,0,0,3,0,4,0,2,0,0,2,0,2,1
1,2,0,3,2,2,4,2,2,0,2,0,2,3,1,0,0,0,0,2,0,0,2,0,0,3,0,4,0,2,0,0,2,0,2,1
7,0,0,3,2,2,4,2,2,2,2,0,2,3,1,0,0,0,0,2,0,0,2,0,0,3,0,4,0,2,0,0,2,0,2,1
4,2,0,3,2,4,0,2,2,1,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
3,2,0,3,2,3,3,2,2,0,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,1
2,0,0,3,2,2,4,2,2,2,2,0,2,3,1,2,0,0,0,2,0,0,2,0,0,3,0,4,0,2,0,0,2,0,2,1
4,2,0,3,2,4,0,2,2,1,2,0,2,3,1,2,0,0,0,2,0,0,2,0,0,3,0,4,0,2,0,0,2,0,2,1
3,2,0,3,2,3,3,2,2,0,2,0,2,3,1,2,0,0,0,2,0,0,2,0,0,3,0,4,0,2,0,0,2,0,2,1
2,0,0,3,2,2,4,2,2,2,2,0,2,3,1,2,0,0,0,2,0,0,2,0,0,3,0,4,0,2,0,0,2,0,2,1
4,2,0,3,2,4,4,2,2,1,2,0,2,3,1,2,0,0,0,2,0,0,2,0,0,3,0,4,0,2,0,0,2,0,2,1
3,2,0,3,2,3,3,2,2,0,2,0,2,3,1,2,0,0,0,2,0,0,2,0,0,3,0,4,0,2,0,0,2,0,2,1
2,2,0,3,1,4,0,2,0,0,2,0,2,3,2,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
1,0,3,3,2,3,3,0,2,2,2,0,3,3,2,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
3,0,3,3,2,4,2,0,2,2,2,0,3,3,2,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
1,2,3,0,2,2,3,0,2,0,2,0,3,3,2,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
7,0,0,3,1,4,4,2,0,2,0,0,2,3,2,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
2,2,3,3,2,3,2,0,2,1,0,0,3,3,2,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
1,2,0,3,1,2,0,2,0,0,2,0,2,3,2,0,2,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
2,2,0,3,1,4,3,2,0,0,0,0,2,3,2,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
1,0,3,3,2,3,4,0,2,2,2,0,3,3,2,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
7,2,0,3,1,2,2,2,0,0,0,0,2,3,2,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
2,2,3,1,1,2,4,0,2,0,2,0,3,2,2,0,0,0,2,2,2,2,0,0,0,3,0,4,0,0,2,2,2,0,2,0
4,0,3,3,2,4,2,0,0,2,2,0,3,2,2,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,0,0,3,0
3,2,3,0,1,3,0,0,2,0,2,0,2,2,2,2,0,0,2,2,2,2,0,0,0,3,0,4,0,0,2,2,2,0,2,0
2,0,3,3,2,2,3,0,2,2,2,0,2,3,2,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,3,0
3,2,0,3,1,2,0,2,0,0,2,0,3,2,2,2,0,0,2,2,2,2,0,0,0,3,0,4,0,0,2,2,2,0,2,0
3,2,0,3,1,4,4,2,2,0,2,0,3,2,2,2,0,0,2,2,2,2,0,0,0,3,0,4,0,0,2,2,2,0,2,0
4,2,3,3,1,2,0,0,0,0,2,0,3,3,2,2,0,0,2,2,2,2,0,0,0,3,0,4,0,0,2,2,0,0,2,0
3,0,0,0,2,4,3,2,0,2,2,0,3,2,2,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,3,0
7,2,3,0,1,0,0,0,2,0,0,0,3,2,2,0,2,0,2,2,2,2,0,0,0,3,0,4,0,0,2,2,2,0,2,0
3,0,0,1,2,4,3,2,2,2,2,0,3,2,2,2,2,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,3,0
7,2,0,0,1,3,3,0,2,0,2,0,2,3,2,0,0,0,2,1,2,4,0,0,0,3,0,0,2,0,0,2,2,0,2,0
6,2,0,1,1,2,4,0,0,2,2,0,2,3,2,0,0,0,0,2,2,4,0,0,0,3,0,0,2,0,0,2,2,0,2,0
7,2,0,0,1,4,0,0,0,2,2,0,2,3,2,0,0,0,2,2,2,4,0,0,0,3,0,0,2,0,0,2,2,0,2,0
1,2,0,0,1,0,2,0,2,2,2,0,2,3,2,0,0,0,2,1,2,4,0,0,0,3,0,0,2,0,0,2,2,0,2,0
7,2,0,1,2,4,0,0,2,0,2,0,2,3,2,0,0,0,0,2,2,4,0,0,0,3,0,0,2,0,0,2,2,0,2,0
6,2,0,3,2,3,3,0,2,2,2,1,0,0,0,0,0,0,0,2,2,4,0,0,0,3,0,0,2,0,0,2,2,0,2,0
2,2,0,0,2,2,4,0,2,0,2,1,0,0,0,0,0,0,2,2,2,4,0,0,0,3,0,4,0,0,0,2,2,0,2,0
2,2,0,1,2,2,4,0,2,2,2,1,0,0,0,0,0,0,2,2,2,4,0,0,0,3,0,4,0,0,0,2,2,0,2,0
7,2,0,0,2,4,0,0,0,2,2,1,0,0,0,0,0,0,2,2,2,4,0,0,0,3,0,4,0,0,0,2,2,0,2,0
6,2,0,3,2,2,4,0,0,2,2,0,2,3,2,0,0,0,0,2,2,4,0,0,0,3,0,0,2,0,0,2,2,0,2,0
0,2,0,3,2,0,2,0,2,1,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,3,0,4,0,0,0,2,0,2,2,0
3,2,0,3,2,3,3,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,4,0,0,0,2,0,2,2,0
1,2,0,3,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,1,0,3,0,0,1,0,2,0,0,2,2,0
4,2,0,3,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,3,0,4,0,0,0,2,2,2,2,0
1,0,0,0,1,4,0,2,2,1,2,0,0,0,0,0,0,0,0,1,0,1,2,1,0,3,0,0,1,0,2,0,0,0,2,0
6,2,0,3,2,2,4,2,2,0,2,1,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,1,0,2,0,0,2,2,0
6,0,0,3,2,4,0,2,0,1,2,1,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,1,0,2,0,0,2,2,0
6,0,0,3,2,2,4,2,2,1,2,1,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,1,0,2,0,0,2,2,0
7,0,0,3,2,3,3,2,2,2,2,1,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,1,0,2,0,0,2,2,0
7,2,0,3,2,2,4,2,0,1,2,1,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,1,0,2,0,0,2,2,0
1,2,0,3,2,3,3,2,0,2,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,1,2,0,0,2,0,2,0
2,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,3,0,0,1,2,0,0,2,0,2,0
1,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,3,0,0,1,2,0,0,2,0,2,0
7,0,0,0,1,3,3,2,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2,1,0,3,0,0,1,2,0,0,2,0,2,0
6,0,0,0,1,2,4,0,0,2,2,0,0,0,0,0,0,0,0,2,0,1,2,1,0,3,0,0,1,2,0,0,2,0,2,0
1,2,0,3,2,4,0,3,2,1,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,1,2,0,0,2,0,2,0
7,0,0,3,2,3,3,2,0,0,2,1,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,1,0,2,0,0,2,2,0
6,2,0,3,2,2,4,2,2,1,2,1,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,1,0,2,0,0,2,2,0
1,0,0,3,2,4,0,3,0,0,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,1,2,0,0,2,0,2,0
7,2,0,3,2,3,3,2,2,1,2,1,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,1,0,2,0,0,2,2,0
6,0,0,3,2,2,4,2,0,0,2,1,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,1,0,2,0,0,2,2,0
7,2,0,3,2,2,4,2,2,1,2,1,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,1,2,0,0,2,0,2,0
7,0,0,3,2,4,0,2,0,0,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,1,2,0,0,2,0,2,0
7,2,0,3,2,4,0,2,2,0,2,1,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,1,2,0,0,2,0,2,0
4,2,1,3,1,0,2,2,2,1,2,0,2,3,1,0,2,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
2,2,1,3,1,3,4,0,2,2,0,0,2,3,1,0,2,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
4,0,3,3,2,3,4,2,2,2,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
3,0,3,3,2,3,2,2,2,2,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
3,2,1,0,1,4,3,0,0,0,2,0,2,3,1,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
3,2,1,0,1,4,4,0,2,2,2,0,2,3,1,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
2,0,3,0,2,4,2,0,2,1,0,0,2,3,1,2,2,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
1,0,3,0,2,4,3,0,0,0,0,0,2,3,1,2,2,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
3,0,3,0,2,2,2,0,0,0,2,0,2,3,1,2,2,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
1,0,3,0,2,4,4,0,0,0,2,0,2,3,1,2,2,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
6,2,0,0,2,3,3,0,0,1,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
7,2,0,0,2,3,3,2,2,1,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
6,0,0,0,2,3,4,2,0,2,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
7,0,0,3,2,3,3,0,2,2,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
6,2,0,3,2,2,4,0,0,1,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
7,2,0,3,2,3,3,0,2,1,2,0,2,3,1,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
6,2,0,3,2,2,4,0,0,0,2,0,2,3,1,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
7,2,0,3,2,2,2,0,0,0,2,0,2,3,1,2,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
7,0,0,3,1,0,2,2,0,0,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,0,0,2,2,0,2,0
7,0,0,3,1,4,0,2,0,0,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
1,2,0,3,1,0,2,2,2,1,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,0,0,2,2,0,2,0
6,0,3,0,1,4,0,0,3,2,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
1,0,0,3,2,3,3,0,2,1,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,0,0,0,2,0,2,0
6,2,3,3,1,0,2,0,3,2,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,0,0,2,2,0,2,0
7,2,0,3,1,3,3,2,0,0,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,0,0,2,2,0,2,0
6,2,3,0,1,2,4,0,3,1,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,2,2,0,2,0
1,0,0,0,2,0,2,0,2,2,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,0,0,2,2,0,2,0
7,0,3,0,1,0,2,2,0,2,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,0,0,2,2,0,2,0
6,2,0,3,2,4,0,0,3,1,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
7,0,3,0,1,3,3,0,2,1,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,0,0,2,2,0,2,0
1,2,0,3,2,4,2,2,2,1,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
7,2,0,0,2,3,0,2,0,0,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
6,0,0,0,2,2,3,0,2,2,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
7,2,0,0,2,4,4,0,0,1,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
7,2,0,0,2,3,2,2,2,0,2,0,2,3,1,0,0,0,2,2,2,2,0,0,0,3,0,4,0,2,0,0,2,0,2,0
